id,item_id,store_id,category,risk,risk_score,velocity_percentile,forecast_7d,recent_daily_sales_28d,sales_trend_28,current_price,scenario_elasticity,elasticity_source,elasticity_weeks,recommended_discount_pct,expected_units_7d,expected_revenue_7d,risk_reason,discount_reason
HOUSEHOLD_1_314_CA_1_evaluation,HOUSEHOLD_1_314,CA_1,HOUSEHOLD,MEDIUM,2,0.1875,1.042,0.179,-0.0588,7.98,-1.0,fallback,95,5,1.097,8.31,sales velocity is in the bottom 35% of category/store peers; recent sales trend is declining,smallest candidate meeting the scenario uplift and revenue guardrails
HOUSEHOLD_2_243_CA_3_evaluation,HOUSEHOLD_2_243,CA_3,HOUSEHOLD,MEDIUM,2,0.1875,1.042,0.214,0.0,2.97,-1.0,fallback,277,5,1.097,3.09,sales velocity is in the bottom 35% of category/store peers; near-term forecast is below its recent demand rate,smallest candidate meeting the scenario uplift and revenue guardrails
HOBBIES_1_307_CA_3_evaluation,HOBBIES_1_307,CA_3,HOBBIES,MEDIUM,2,0.2059,0.877,0.143,0.0,3.97,-1.0,fallback,226,5,0.923,3.48,sales velocity is in the bottom 35% of category/store peers; near-term forecast is below its recent demand rate,smallest candidate meeting the scenario uplift and revenue guardrails
HOBBIES_1_357_TX_1_evaluation,HOBBIES_1_357,TX_1,HOBBIES,MEDIUM,2,0.2059,0.877,0.071,0.1429,12.98,-2.312,historical_association,278,5,0.988,12.18,sales velocity is in the bottom 35% of category/store peers; near-term forecast is below its recent demand rate,smallest candidate meeting the scenario uplift and revenue guardrails
HOUSEHOLD_2_114_WI_2_evaluation,HOUSEHOLD_2_114,WI_2,HOUSEHOLD,MEDIUM,2,0.2188,1.752,0.179,-0.0588,5.94,-1.0,fallback,124,5,1.844,10.41,sales velocity is in the bottom 35% of category/store peers; recent sales trend is declining,smallest candidate meeting the scenario uplift and revenue guardrails
FOODS_3_564_CA_3_evaluation,FOODS_3_564,CA_3,FOODS,MEDIUM,2,0.2353,4.291,0.571,-0.1667,1.74,-1.0,fallback,278,5,4.517,7.47,sales velocity is in the bottom 35% of category/store peers; recent sales trend is declining,smallest candidate meeting the scenario uplift and revenue guardrails
FOODS_3_486_WI_1_evaluation,FOODS_3_486,WI_1,FOODS,MEDIUM,2,0.2353,4.72,0.643,-0.16,2.88,-1.297,historical_association,278,5,5.045,13.8,sales velocity is in the bottom 35% of category/store peers; recent sales trend is declining,smallest candidate meeting the scenario uplift and revenue guardrails
HOBBIES_1_045_WI_1_evaluation,HOBBIES_1_045,WI_1,HOBBIES,MEDIUM,2,0.2353,1.042,0.143,-0.1176,10.58,-1.0,fallback,94,5,1.097,11.02,sales velocity is in the bottom 35% of category/store peers; recent sales trend is declining,smallest candidate meeting the scenario uplift and revenue guardrails
HOBBIES_1_366_TX_3_evaluation,HOBBIES_1_366,TX_3,HOBBIES,MEDIUM,2,0.2353,1.916,0.214,-0.1111,3.97,-1.0,fallback,172,5,2.017,7.61,sales velocity is in the bottom 35% of category/store peers; recent sales trend is declining,smallest candidate meeting the scenario uplift and revenue guardrails
FOODS_2_332_TX_3_evaluation,FOODS_2_332,TX_3,FOODS,MEDIUM,2,0.2353,2.649,0.286,-0.1053,3.14,-1.0,fallback,278,5,2.789,8.32,sales velocity is in the bottom 35% of category/store peers; recent sales trend is declining,smallest candidate meeting the scenario uplift and revenue guardrails
HOUSEHOLD_2_132_CA_3_evaluation,HOUSEHOLD_2_132,CA_3,HOUSEHOLD,MEDIUM,2,0.25,2.79,0.357,-0.1905,1.97,-1.0,fallback,125,5,2.937,5.5,sales velocity is in the bottom 35% of category/store peers; recent sales trend is declining,smallest candidate meeting the scenario uplift and revenue guardrails
FOODS_2_096_TX_1_evaluation,FOODS_2_096,TX_1,FOODS,MEDIUM,2,0.2647,1.042,0.214,0.0,7.98,-1.0,fallback,134,5,1.097,8.31,sales velocity is in the bottom 35% of category/store peers; near-term forecast is below its recent demand rate,smallest candidate meeting the scenario uplift and revenue guardrails
HOBBIES_1_174_TX_2_evaluation,HOBBIES_1_174,TX_2,HOBBIES,MEDIUM,2,0.2941,2.396,0.25,-0.1579,4.88,-1.0,fallback,214,5,2.522,11.69,sales velocity is in the bottom 35% of category/store peers; recent sales trend is declining,smallest candidate meeting the scenario uplift and revenue guardrails
HOBBIES_2_116_TX_2_evaluation,HOBBIES_2_116,TX_2,HOBBIES,MEDIUM,2,0.2941,2.255,0.25,-0.1579,2.97,-1.0,fallback,278,5,2.374,6.7,sales velocity is in the bottom 35% of category/store peers; recent sales trend is declining,smallest candidate meeting the scenario uplift and revenue guardrails
HOBBIES_1_012_WI_1_evaluation,HOBBIES_1_012,WI_1,HOBBIES,MEDIUM,2,0.2941,1.752,0.179,-0.0588,6.52,-3.0,historical_association,278,5,2.043,12.65,sales velocity is in the bottom 35% of category/store peers; recent sales trend is declining,smallest candidate meeting the scenario uplift and revenue guardrails
HOBBIES_1_051_TX_2_evaluation,HOBBIES_1_051,TX_2,HOBBIES,MEDIUM,2,0.2941,2.311,0.25,-0.0556,5.98,-1.0,fallback,159,5,2.432,13.82,sales velocity is in the bottom 35% of category/store peers; recent sales trend is declining,smallest candidate meeting the scenario uplift and revenue guardrails
HOBBIES_1_070_WI_2_evaluation,HOBBIES_1_070,WI_2,HOBBIES,MEDIUM,2,0.2941,0.877,0.143,0.0,5.88,-1.0,fallback,208,5,0.923,5.16,sales velocity is in the bottom 35% of category/store peers; near-term forecast is below its recent demand rate,smallest candidate meeting the scenario uplift and revenue guardrails
HOUSEHOLD_2_462_CA_4_evaluation,HOUSEHOLD_2_462,CA_4,HOUSEHOLD,MEDIUM,2,0.3125,1.752,0.214,-0.1111,7.97,-1.0,fallback,278,5,1.844,13.96,sales velocity is in the bottom 35% of category/store peers; recent sales trend is declining,smallest candidate meeting the scenario uplift and revenue guardrails
HOUSEHOLD_2_404_CA_4_evaluation,HOUSEHOLD_2_404,CA_4,HOUSEHOLD,MEDIUM,2,0.3125,1.916,0.214,-0.1111,2.97,-1.0,fallback,102,5,2.017,5.69,sales velocity is in the bottom 35% of category/store peers; recent sales trend is declining,smallest candidate meeting the scenario uplift and revenue guardrails
HOUSEHOLD_2_402_WI_1_evaluation,HOUSEHOLD_2_402,WI_1,HOUSEHOLD,MEDIUM,2,0.3125,1.521,0.286,-0.1053,8.97,-1.0,fallback,108,5,1.601,13.65,sales velocity is in the bottom 35% of category/store peers; recent sales trend is declining,smallest candidate meeting the scenario uplift and revenue guardrails
HOBBIES_1_363_CA_4_evaluation,HOBBIES_1_363,CA_4,HOBBIES,MEDIUM,2,0.3235,0.877,0.143,0.0,2.88,-3.0,historical_association,278,5,1.023,2.8,sales velocity is in the bottom 35% of category/store peers; near-term forecast is below its recent demand rate,smallest candidate meeting the scenario uplift and revenue guardrails
HOUSEHOLD_2_040_TX_3_evaluation,HOUSEHOLD_2_040,TX_3,HOUSEHOLD,MEDIUM,2,0.3438,1.916,0.25,-0.1579,3.97,-1.0,fallback,112,5,2.017,7.61,sales velocity is in the bottom 35% of category/store peers; recent sales trend is declining,smallest candidate meeting the scenario uplift and revenue guardrails
HOUSEHOLD_1_054_TX_2_evaluation,HOUSEHOLD_1_054,TX_2,HOUSEHOLD,MEDIUM,2,0.3438,2.311,0.25,-0.0556,3.92,-1.0,fallback,81,5,2.432,9.06,sales velocity is in the bottom 35% of category/store peers; recent sales trend is declining,smallest candidate meeting the scenario uplift and revenue guardrails
HOUSEHOLD_2_174_TX_2_evaluation,HOUSEHOLD_2_174,TX_2,HOUSEHOLD,LOW,1,0.1562,1.752,0.071,0.0,3.97,-1.0,fallback,276,0,1.752,6.95,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOUSEHOLD_2_018_TX_3_evaluation,HOUSEHOLD_2_018,TX_3,HOUSEHOLD,LOW,1,0.1562,1.752,0.107,0.0667,7.94,-1.0,fallback,276,0,1.752,13.91,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOUSEHOLD_2_104_TX_3_evaluation,HOUSEHOLD_2_104,TX_3,HOUSEHOLD,LOW,1,0.1562,1.752,0.107,0.0667,4.97,-1.0,fallback,278,0,1.752,8.71,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
FOODS_2_179_CA_4_evaluation,FOODS_2_179,CA_4,FOODS,LOW,1,0.1765,3.989,0.393,-0.05,4.97,-0.327,historical_association,162,0,3.989,19.83,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
FOODS_1_150_WI_1_evaluation,FOODS_1_150,WI_1,FOODS,LOW,1,0.1765,5.301,0.607,-0.0435,5.28,-3.0,historical_association,278,0,5.301,27.99,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
FOODS_2_103_CA_3_evaluation,FOODS_2_103,CA_3,FOODS,LOW,1,0.1765,2.523,0.393,0.1667,6.98,-3.0,historical_association,278,0,2.523,17.61,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
FOODS_3_293_CA_1_evaluation,FOODS_3_293,CA_1,FOODS,LOW,1,0.1765,4.291,0.5,0.2105,1.98,-1.0,fallback,277,0,4.291,8.5,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
FOODS_2_246_TX_2_evaluation,FOODS_2_246,TX_2,FOODS,LOW,1,0.1765,2.087,0.286,0.25,2.18,-1.033,historical_association,114,0,2.087,4.55,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOUSEHOLD_1_470_TX_1_evaluation,HOUSEHOLD_1_470,TX_1,HOUSEHOLD,LOW,1,0.1875,1.752,0.071,0.0,2.98,-1.0,fallback,276,0,1.752,5.22,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOUSEHOLD_2_307_WI_3_evaluation,HOUSEHOLD_2_307,WI_3,HOUSEHOLD,LOW,1,0.1875,1.752,0.071,0.0,5.98,-1.0,fallback,123,0,1.752,10.48,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
FOODS_2_392_WI_3_evaluation,FOODS_2_392,WI_3,FOODS,LOW,1,0.2059,1.916,0.286,0.0,4.98,-1.0,fallback,278,0,1.916,9.54,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOBBIES_1_365_CA_4_evaluation,HOBBIES_1_365,CA_4,HOBBIES,LOW,1,0.2059,2.146,0.107,0.0667,3.97,-1.0,fallback,277,0,2.146,8.52,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOBBIES_2_127_CA_1_evaluation,HOBBIES_2_127,CA_1,HOBBIES,LOW,1,0.2059,2.311,0.214,0.125,3.97,-1.0,fallback,162,0,2.311,9.17,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOBBIES_1_160_CA_3_evaluation,HOBBIES_1_160,CA_3,HOBBIES,LOW,1,0.2059,1.752,0.143,0.1333,19.96,-1.129,historical_association,205,0,1.752,34.96,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOBBIES_2_112_TX_1_evaluation,HOBBIES_2_112,TX_1,HOBBIES,LOW,1,0.2059,1.752,0.071,0.1429,2.47,-1.0,fallback,277,0,1.752,4.33,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
FOODS_3_558_WI_3_evaluation,FOODS_3_558,WI_3,FOODS,LOW,1,0.2059,2.649,0.286,0.25,2.98,-1.0,fallback,278,0,2.649,7.9,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOBBIES_1_250_CA_1_evaluation,HOBBIES_1_250,CA_1,HOBBIES,LOW,1,0.2059,1.916,0.214,0.2667,4.88,-1.0,fallback,224,0,1.916,9.35,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOUSEHOLD_2_045_WI_2_evaluation,HOUSEHOLD_2_045,WI_2,HOUSEHOLD,LOW,1,0.2188,2.146,0.179,0.3571,8.64,-1.0,fallback,278,0,2.146,18.54,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOBBIES_2_107_TX_3_evaluation,HOBBIES_2_107,TX_3,HOBBIES,LOW,1,0.2353,1.38,0.214,0.0,0.5,-2.876,historical_association,209,0,1.38,0.69,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOBBIES_1_087_CA_2_evaluation,HOBBIES_1_087,CA_2,HOBBIES,LOW,1,0.2353,3.323,0.25,0.1875,12.88,-1.0,fallback,203,0,3.323,42.8,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOBBIES_2_088_TX_3_evaluation,HOBBIES_2_088,TX_3,HOBBIES,LOW,1,0.2353,2.689,0.214,0.2667,2.77,-1.867,historical_association,278,0,2.689,7.45,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
FOODS_2_177_WI_2_evaluation,FOODS_2_177,WI_2,FOODS,LOW,1,0.2353,3.618,0.5,0.4706,3.33,-0.293,historical_association,212,0,3.618,12.05,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOUSEHOLD_2_041_TX_2_evaluation,HOUSEHOLD_2_041,TX_2,HOUSEHOLD,LOW,1,0.25,1.752,0.107,0.0667,4.97,-0.755,historical_association,278,0,1.752,8.71,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOUSEHOLD_1_375_TX_3_evaluation,HOUSEHOLD_1_375,TX_3,HOUSEHOLD,LOW,1,0.25,1.752,0.143,0.1333,7.97,-1.0,fallback,278,0,1.752,13.96,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOUSEHOLD_2_422_CA_1_evaluation,HOUSEHOLD_2_422,CA_1,HOUSEHOLD,LOW,1,0.25,2.649,0.25,0.1875,4.97,-1.0,fallback,277,0,2.649,13.17,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOUSEHOLD_1_008_CA_2_evaluation,HOUSEHOLD_1_008,CA_2,HOUSEHOLD,LOW,1,0.25,1.042,0.179,0.2,5.47,-1.0,fallback,270,0,1.042,5.7,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOUSEHOLD_1_148_WI_3_evaluation,HOUSEHOLD_1_148,WI_3,HOUSEHOLD,LOW,1,0.25,2.146,0.107,0.2143,5.92,-1.0,fallback,118,0,2.146,12.71,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOUSEHOLD_2_331_TX_1_evaluation,HOUSEHOLD_2_331,TX_1,HOUSEHOLD,LOW,1,0.2812,2.146,0.143,0.1333,3.97,-1.0,fallback,175,0,2.146,8.52,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
FOODS_3_553_WI_1_evaluation,FOODS_3_553,WI_1,FOODS,LOW,1,0.2941,4.914,0.679,-0.0417,2.56,-1.0,fallback,140,0,4.914,12.58,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
FOODS_3_773_CA_1_evaluation,FOODS_3_773,CA_1,FOODS,LOW,1,0.2941,6.306,0.786,0.0,4.98,-1.0,fallback,112,0,6.306,31.4,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
FOODS_3_179_CA_3_evaluation,FOODS_3_179,CA_3,FOODS,LOW,1,0.2941,4.977,0.643,0.0,4.98,-1.0,fallback,242,0,4.977,24.79,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOBBIES_1_294_CA_3_evaluation,HOBBIES_1_294,CA_3,HOBBIES,LOW,1,0.2941,2.255,0.214,0.0,3.88,-1.0,fallback,172,0,2.255,8.75,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOBBIES_1_183_WI_3_evaluation,HOBBIES_1_183,WI_3,HOBBIES,LOW,1,0.2941,2.146,0.107,0.0667,6.97,-1.734,historical_association,154,0,2.146,14.96,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOBBIES_1_068_WI_2_evaluation,HOBBIES_1_068,WI_2,HOBBIES,LOW,1,0.2941,1.752,0.143,0.1333,7.0,-1.0,fallback,278,0,1.752,12.26,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOUSEHOLD_1_537_WI_3_evaluation,HOUSEHOLD_1_537,WI_3,HOUSEHOLD,LOW,1,0.3125,1.752,0.143,0.0,15.97,-1.0,fallback,278,0,1.752,27.97,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOUSEHOLD_1_230_WI_1_evaluation,HOUSEHOLD_1_230,WI_1,HOUSEHOLD,LOW,1,0.3125,3.027,0.286,0.1176,3.28,-1.0,fallback,278,0,3.027,9.93,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOUSEHOLD_2_215_CA_1_evaluation,HOUSEHOLD_2_215,CA_1,HOUSEHOLD,LOW,1,0.3125,2.649,0.286,0.1176,1.88,-1.0,fallback,278,0,2.649,4.98,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOUSEHOLD_2_128_CA_4_evaluation,HOUSEHOLD_2_128,CA_4,HOUSEHOLD,LOW,1,0.3125,2.689,0.214,0.125,5.94,-1.0,fallback,278,0,2.689,15.97,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOUSEHOLD_1_074_CA_2_evaluation,HOUSEHOLD_1_074,CA_2,HOUSEHOLD,LOW,1,0.3125,2.984,0.321,0.1765,4.94,-1.0,fallback,276,0,2.984,14.74,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOBBIES_1_114_TX_1_evaluation,HOBBIES_1_114,TX_1,HOBBIES,LOW,1,0.3235,2.146,0.143,0.0,5.97,-1.0,fallback,211,0,2.146,12.81,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOBBIES_2_095_CA_4_evaluation,HOBBIES_2_095,CA_4,HOBBIES,LOW,1,0.3235,1.752,0.143,0.0,0.88,-1.0,fallback,109,0,1.752,1.54,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
FOODS_2_025_WI_3_evaluation,FOODS_2_025,WI_3,FOODS,LOW,1,0.3235,3.296,0.464,0.05,3.94,-3.0,historical_association,278,0,3.296,12.99,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
FOODS_1_084_WI_3_evaluation,FOODS_1_084,WI_3,FOODS,LOW,1,0.3235,3.776,0.464,0.05,6.03,-1.3,historical_association,278,0,3.776,22.77,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOBBIES_1_149_TX_1_evaluation,HOBBIES_1_149,TX_1,HOBBIES,LOW,1,0.3235,2.524,0.143,0.1333,1.56,-1.0,fallback,254,0,2.524,3.94,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOUSEHOLD_2_105_CA_3_evaluation,HOUSEHOLD_2_105,CA_3,HOUSEHOLD,LOW,1,0.3438,3.618,0.5,0.0,4.94,-3.0,historical_association,174,0,3.618,17.87,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOUSEHOLD_2_281_TX_2_evaluation,HOUSEHOLD_2_281,TX_2,HOUSEHOLD,LOW,1,0.3438,2.311,0.25,0.0588,5.27,-2.623,historical_association,278,0,2.311,12.18,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOUSEHOLD_1_433_CA_3_evaluation,HOUSEHOLD_1_433,CA_3,HOUSEHOLD,LOW,1,0.3438,4.15,0.5,0.1,8.97,-1.0,fallback,101,0,4.15,37.23,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOUSEHOLD_2_033_TX_3_evaluation,HOUSEHOLD_2_033,TX_3,HOUSEHOLD,LOW,1,0.3438,2.689,0.25,0.1875,6.97,-1.0,fallback,278,0,2.689,18.74,sales velocity is in the bottom 35% of category/store peers,no markdown: slow-selling risk is low
HOBBIES_1_265_CA_2_evaluation,HOBBIES_1_265,CA_2,HOBBIES,LOW,0,0.3529,1.38,0.286,-0.2857,3.97,-1.0,fallback,210,0,1.38,5.48,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
FOODS_1_128_CA_2_evaluation,FOODS_1_128,CA_2,FOODS,LOW,0,0.3529,5.931,0.75,-0.25,4.27,-1.926,historical_association,278,0,5.931,25.33,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
HOBBIES_2_137_CA_3_evaluation,HOBBIES_2_137,CA_3,HOBBIES,LOW,0,0.3529,1.916,0.25,-0.1579,2.97,-1.0,fallback,215,0,1.916,5.69,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_184_CA_1_evaluation,HOBBIES_1_184,CA_1,HOBBIES,LOW,0,0.3529,2.649,0.321,-0.15,12.68,-2.288,historical_association,204,0,2.649,33.59,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_273_CA_2_evaluation,HOBBIES_1_273,CA_2,HOBBIES,LOW,0,0.3529,2.649,0.286,-0.1053,12.68,-2.059,historical_association,278,0,2.649,33.59,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_566_TX_1_evaluation,FOODS_3_566,TX_1,FOODS,LOW,0,0.3529,2.255,0.321,-0.0526,1.0,-1.0,fallback,228,0,2.255,2.25,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_629_CA_3_evaluation,FOODS_3_629,CA_3,FOODS,LOW,0,0.3529,5.982,0.821,-0.0385,4.98,-0.783,historical_association,278,0,5.982,29.79,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_2_095_WI_1_evaluation,HOBBIES_2_095,WI_1,HOBBIES,LOW,0,0.3529,1.752,0.214,0.0,0.88,-1.0,fallback,105,0,1.752,1.54,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_2_137_WI_3_evaluation,HOBBIES_2_137,WI_3,HOBBIES,LOW,0,0.3529,2.146,0.143,0.0,2.97,-1.0,fallback,215,0,2.146,6.37,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_2_038_CA_1_evaluation,HOBBIES_2_038,CA_1,HOBBIES,LOW,0,0.3529,2.482,0.321,0.0556,0.97,-1.0,fallback,107,0,2.482,2.41,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_2_064_CA_1_evaluation,HOBBIES_2_064,CA_1,HOBBIES,LOW,0,0.3529,3.027,0.321,0.0556,0.97,-1.0,fallback,162,0,3.027,2.94,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_2_351_WI_2_evaluation,FOODS_2_351,WI_2,FOODS,LOW,0,0.3529,4.914,0.714,0.087,2.98,-2.622,historical_association,257,0,4.914,14.64,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_823_TX_2_evaluation,FOODS_3_823,TX_2,FOODS,LOW,0,0.3529,4.313,0.393,0.1667,2.98,-1.0,fallback,278,0,4.313,12.85,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_036_CA_2_evaluation,HOBBIES_1_036,CA_2,HOBBIES,LOW,0,0.3529,3.155,0.286,0.4,1.12,-1.0,fallback,278,0,3.155,3.53,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_1_174_WI_1_evaluation,FOODS_1_174,WI_1,FOODS,LOW,0,0.3529,7.887,0.893,0.4091,5.28,-3.0,historical_association,278,0,7.887,41.64,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_267_TX_3_evaluation,HOBBIES_1_267,TX_3,HOBBIES,LOW,0,0.3529,3.323,0.25,0.5,2.88,-1.0,fallback,225,0,3.323,9.57,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_445_CA_4_evaluation,FOODS_3_445,CA_4,FOODS,LOW,0,0.3529,3.996,0.536,0.5294,2.48,-1.0,fallback,188,0,3.996,9.91,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_468_WI_2_evaluation,HOUSEHOLD_1_468,WI_2,HOUSEHOLD,LOW,0,0.375,2.146,0.214,-0.1111,4.98,-1.052,historical_association,278,0,2.146,10.69,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_214_WI_2_evaluation,HOUSEHOLD_2_214,WI_2,HOUSEHOLD,LOW,0,0.375,2.311,0.214,-0.1111,6.94,-1.0,fallback,278,0,2.311,16.04,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_315_WI_2_evaluation,HOUSEHOLD_1_315,WI_2,HOUSEHOLD,LOW,0,0.375,2.689,0.214,0.0,9.48,-1.0,fallback,169,0,2.689,25.49,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_116_CA_2_evaluation,HOUSEHOLD_1_116,CA_2,HOUSEHOLD,LOW,0,0.375,3.464,0.357,0.0,2.97,-1.0,fallback,100,0,3.464,10.29,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_398_TX_1_evaluation,HOUSEHOLD_1_398,TX_1,HOUSEHOLD,LOW,0,0.375,2.311,0.214,0.2667,2.84,-1.444,historical_association,220,0,2.311,6.56,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_362_CA_1_evaluation,HOUSEHOLD_2_362,CA_1,HOUSEHOLD,LOW,0,0.375,4.682,0.357,0.7143,3.94,-1.0,fallback,278,0,4.682,18.45,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_310_WI_3_evaluation,HOUSEHOLD_2_310,WI_3,HOUSEHOLD,LOW,0,0.4062,1.752,0.179,-0.0588,1.42,-1.0,fallback,278,0,1.752,2.49,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_241_WI_3_evaluation,HOUSEHOLD_2_241,WI_3,HOUSEHOLD,LOW,0,0.4062,1.752,0.179,-0.0588,4.94,-3.0,historical_association,255,0,1.752,8.65,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_2_291_TX_3_evaluation,FOODS_2_291,TX_3,FOODS,LOW,0,0.4118,2.778,0.607,-0.5484,6.98,-1.0,fallback,278,0,2.778,19.39,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
FOODS_1_106_CA_1_evaluation,FOODS_1_106,CA_1,FOODS,LOW,0,0.4118,4.516,0.857,-0.5143,3.54,-2.547,historical_association,278,0,4.516,15.99,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
HOBBIES_1_250_TX_2_evaluation,HOBBIES_1_250,TX_2,HOBBIES,LOW,0,0.4118,1.38,0.357,-0.2727,4.88,-1.0,fallback,224,0,1.38,6.74,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
FOODS_2_256_CA_3_evaluation,FOODS_2_256,CA_3,FOODS,LOW,0,0.4118,8.075,1.214,-0.1212,6.36,-1.0,fallback,198,0,8.075,51.36,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
